image,frame_sha256,policy,policy_label,min_conf,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
006050.png,daa4b39ba115be09f5c8c36233b1252788cbc17bfe18755e1b7de1b0d6035f85,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,54.273,0.6361,process_steady_v3,15,onnx
006051.png,adacce80fa2e4f6cfc620cf4133e5292d937421653d2866f480066eda2090cca,safety,VRU-retention,0.4,moderate,True,True,1,False,True,SMALL,37.084,0.6515,process_steady_v3,15,onnx
006052.png,3743c00800752019ad8773e1f9750ca66c41af36d905a59444af78c8b51d4cc0,safety,VRU-retention,0.4,moderate,True,False,2,True,True,SMALL,43.971,0.6515,process_steady_v3,15,onnx
006053.png,dec1f7ecbc0d87ffcd3d84cbaedc094145eed7342f38d501a94746abc1d2d6c6,safety,VRU-retention,0.4,moderate,True,True,3,True,True,SMALL,37.87,0.5015,process_steady_v3,15,onnx
006054.png,8ee681fafc00f2712b78c0580986a606af67eed1002ecb392ea07d0dc7b746d1,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,42.858,0.5015,process_steady_v3,15,onnx
006055.png,0514c89b1628a733aec806c268e8563e0a5fc283fa9a5fd23b07794133fbbe28,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,53.045,0.6233,process_steady_v3,15,onnx
006056.png,dae4afe25ecb08e3fb43630b9dedf14885ceccf05fa3e8570b82d827defc37ca,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.048,0.5963,process_steady_v3,15,onnx
006057.png,2e41b8c44757c1a68f261b00b9f3547fec27132e7002877be77196421c4a76ee,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.211,0.5963,process_steady_v3,15,onnx
006058.png,f529d33e8ea93d9e8ddfcc207fc5d1dab88c2e507bf5b66d9ccf94d5579b4a49,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,33.788,0.5663,process_steady_v3,15,onnx
006059.png,406f1ea95d88c8906bf69ed0fec13ebc9bf8ca784881a161f1760db060ca3550,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,49.765,0.5663,process_steady_v3,15,onnx
006060.png,e915b567fe8b92b1e69569fee5e4d74db20ccb25c8a97cfff6123d267cba48d4,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,45.377,0.6205,process_steady_v3,15,onnx
006061.png,406220a31758816e0a733b331b5a84c6ecf8cda1847300666c92b35154f2b8e6,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,45.253,0.6205,process_steady_v3,15,onnx
006062.png,2e1008d5ca6bc8d1b592507ff479e32947d4c1aa96276da5ad8e369ca738d137,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,56.797,0.5839,process_steady_v3,15,onnx
006063.png,a2169ba14ecf46b319378840b7a4f9d2a6d649c0c84a3ef5c944e141bffca5f8,safety,VRU-retention,0.4,moderate,False,False,0,True,False,SMALL,33.974,0.5839,process_steady_v3,15,onnx
006064.png,54da1fe955591ac35e6a07efcec7d3741caf6ba84dbfda9402fc2f343c9a785b,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,34.397,0.6571,process_steady_v3,15,onnx
006065.png,0d8bd0ea46a5b9f6420da8b2fd905e4b7b588ec00202e0c67d072770dadcda9b,safety,VRU-retention,0.4,moderate,True,True,1,False,True,SMALL,51.433,0.6571,process_steady_v3,15,onnx
006066.png,7f1b0ab597e0c57c97f65759db1c004cee3fcbba812a80fb1eeb81fa877094a0,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,45.339,0.6433,process_steady_v3,15,onnx
006067.png,8521fd4ec2159e839c5b856872592a509a6c71299eff2715c89d2a85eb7317ad,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,42.107,0.6517,process_steady_v3,15,onnx
006068.png,bdb4c2507ce9cb0d6056ea5769e9618a58cc8b907a671074db09b60dd7e6ecdb,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,33.255,0.6517,process_steady_v3,15,onnx
006069.png,dd9936fb623e669e737e9ba183e7111e049d968858625befe5acb5ad1a8717de,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,42.784,0.6571,process_steady_v3,15,onnx
006070.png,832dd207cb2bead29fd7d00ea4cade7c22029fbbab0720095cf27bea6159071c,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,44.389,0.6571,process_steady_v3,15,onnx
006071.png,4b2f12703beafdd50cf67cc5ddf8037b7f2a644e5fc104d9ed5c02446e7d5dc0,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,36.53,0.6421,process_steady_v3,15,onnx
006072.png,0ec73069cfbd48e14cd7639b7564e7ce16703a182da34d2a951577cea0788c0a,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,43.618,0.6421,process_steady_v3,15,onnx
006073.png,14620138b05c1f83810c16ccd9f611fb7fc1c4a045ccd58fe6c1ffe74f9f50c1,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,46.815,0.6163,process_steady_v3,15,onnx
006074.png,cccce66b73af358daafcdd96c0fa30be756b56e7ca2524ed50fc141f11fb1a11,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.022,0.6163,process_steady_v3,15,onnx
006075.png,bd03bccecbf486c390894a5f6fdd87a528f08c4ef1aca3e9c33884211355534e,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,38.966,0.6457,process_steady_v3,15,onnx
006076.png,4bd1733cb6ea207329031d7131a3f79f58f36b28fd05e4b9bfec14c37b946e12,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,46.439,0.6457,process_steady_v3,15,onnx
006077.png,9c61fd9d3a5c5b04bfe0c1982002e780adecae0b7518616ded39eecfeade9ae7,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,47.236,0.5945,process_steady_v3,15,onnx
006078.png,3d3e33ed291e8f67d7ecac1aadec42794e408c786cf6307192022b2cf01e17f8,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,44.506,0.5945,process_steady_v3,15,onnx
006079.png,565b9f962fa57bbc569556b71269ffb43c5e9e66553d67205f8e93a1bbc90095,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,36.226,0.5993,process_steady_v3,15,onnx
006080.png,bbff128569abc67f95641c1cddbd91f3af41f5fc8976bfd9909eacd0e7e5928d,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,54.006,0.5993,process_steady_v3,15,onnx
006081.png,815b6e6b74353f7504518b91f404b150c3fcdd6ceed4ef9208de788e5c0ce048,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,55.95,0.6689,process_steady_v3,15,onnx
006082.png,457eca42edd74c400691ed1b13c93fe0ddac6884103d0f29becf0117eba04b20,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,56.68,0.6329,process_steady_v3,15,onnx
006083.png,dec83399e4539b5ada89cc2518675929ff9bbcd5e1e863fb7104bc10b469f596,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,56.38,0.6329,process_steady_v3,15,onnx
006084.png,2d4ae3d664b76a8a96a7c03159aad5e921284f1bcef6b4cbbc6c58399669cd84,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,51.522,0.6641,process_steady_v3,15,onnx
006085.png,680953b4ccf7d8a548cd051cab17b511a40aa2b929f2be323cf60cf0b045b00d,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,41.232,0.6203,process_steady_v3,15,onnx
006086.png,393f79830002e57db6f088560c0b3cf839cd711a3b34a96380efd01a4438b648,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,46.004,0.6203,process_steady_v3,15,onnx
006087.png,4e1b0c8121f296bf5b6f7f98eedad2a058b2e88e99c5b89696cdcbbd4bbd9d56,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,56.865,0.6403,process_steady_v3,15,onnx
006088.png,ae875eb237a35b91efc4f219a29b0d628f5f8c09a355ec7502cf58440ff950b3,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,57.115,0.6403,process_steady_v3,15,onnx
006089.png,f3f0d0ad82df66324317bbd7a16bf3562837eb3b61d13418615e039b54c8ea7f,safety,VRU-retention,0.4,moderate,True,True,3,True,True,SMALL,56.303,0.6883,process_steady_v3,15,onnx
006090.png,7315b0107cd409a11271cbb71974d8f5c146dd3233241a22990d062f4d3a9daf,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.97,0.6277,process_steady_v3,15,onnx
006091.png,ba1438ab15637892c5208a596516a7ff333acbd357d3282b8cd537849ec7eb7c,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,33.4,0.6289,process_steady_v3,15,onnx
006092.png,6c09e98b4937cdba68f7a97256faa91a746f84b790809a828baa72a11481d55d,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,39.385,0.6289,process_steady_v3,15,onnx
006093.png,564ad72eb654b18e2dcaed73617030ca9d843ae32436360060f971bbdbfcf27a,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,39.782,0.6289,process_steady_v3,15,onnx
006094.png,27c55ee304685a900b0a1a24fe80d3389fe6c35fd0f2e99bf201308622719981,safety,VRU-retention,0.4,moderate,True,False,3,True,True,SMALL,45.919,0.6283,process_steady_v3,15,onnx
006095.png,2d81034d1b94e278e56a9ef9c5c0a2894684febc2395c5429e61d28e0f6f5efc,safety,VRU-retention,0.4,moderate,True,False,4,True,True,SMALL,53.575,0.6283,process_steady_v3,15,onnx
006096.png,347d811f20472d2bae97b4fd35108a9dfa6dde2bfb318b26381c5e052cf0b108,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,39.795,0.6361,process_steady_v3,15,onnx
006097.png,8ff43de959795e16ac44b15c0bd2167e7d4c80644c60dec31b60cbcead1dcd96,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,42.274,0.6517,process_steady_v3,15,onnx
006098.png,bc9e63c18309baf3acce50f6fcd267b316fcf391d605838bcb148adb0efefaee,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,36.025,0.6517,process_steady_v3,15,onnx
006099.png,8a32e7d2c67ee9e157ece31ba7b7212392361ecd21241581fd08150e8a52c8d4,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.847,0.6419,process_steady_v3,15,onnx
006100.png,49786ab4cb6dda4f2bdcbebef1da51dba727518de5ae25e81e77b725211a8daf,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,40.782,0.6419,process_steady_v3,15,onnx
006101.png,90b267dd23bfafa9260d49921fc7d320bda6d0f1f6a92b53f2ffe85af8dea1ed,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,33.844,0.6293,process_steady_v3,15,onnx
006102.png,77de79f08279b16045166f1c340b5d9687d0dd732276af4f2b0bf63c0462944b,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,34.038,0.6293,process_steady_v3,15,onnx
006103.png,0036ad650bc05eee4153e668a28a5fb9e9f3a4800d1849d2fda94da58d2f9f69,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.271,0.6455,process_steady_v3,15,onnx
006104.png,dae042c0b3eca8feec3c783ac1f16eee62008ee160c60149475bc1109d87c221,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,51.9,0.6455,process_steady_v3,15,onnx
006105.png,ef0b42110f14fd595f81d1926c75e9da6e5c09f3c6e486850e94ea91b4ddb07a,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,36.413,0.6293,process_steady_v3,15,onnx
006106.png,bef47b6e982c0a1fcb98fad5c7b170def000abb41ae559cca0996f2a3699c332,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,40.451,0.6293,process_steady_v3,15,onnx
006107.png,41dcdf98b9fdd0d2efda0aa996afb0245f14d98583b96f567fe8767882e41dd6,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,41.509,0.6779,process_steady_v3,15,onnx
006108.png,3271ccdf5f47ef57a063e42c270ffd8ee63bbe91d29d98994e866438debacae5,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,45.992,0.6779,process_steady_v3,15,onnx
006109.png,908356d05b8c9139cd6e018d9f959bb16be6e548de265a4bbdca342c5fe43e7f,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,54.06,0.6317,process_steady_v3,15,onnx
006110.png,6b38847b8d9c49f771da2497a766ccee6d6fb8aa0a4012f9453de1fece45f7c8,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,45.378,0.5081,process_steady_v3,15,onnx
006111.png,1d30bf20f07591df63e158f2ca9c1f5556e168054e733d8b883f835f6349ee3b,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,33.702,0.5081,process_steady_v3,15,onnx
006112.png,e89195ab6b00097b91afec98f6c2dcee90a9b15f65411adbaec640a4dc712582,safety,VRU-retention,0.4,moderate,False,False,0,True,False,SMALL,36.514,0.5069,process_steady_v3,15,onnx
006113.png,be99fcef6c82c55dafb8c3c95703c8d200e72b72514d36327e6988f0192b93ec,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,39.7,0.5069,process_steady_v3,15,onnx
006114.png,b0ab8aa46495d980f996a39f2488fb48bdec8cb0f56159007b6d6e8c4edb4a67,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,40.48,0.5069,process_steady_v3,15,onnx
006115.png,49c90ce1aa94de0e32c13986aba9eedd8bc8097a55c3266c16360a14f8dd5c3c,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,50.43,0.5083,process_steady_v3,15,onnx
006116.png,a249feda629984c50e0f54133d11c6b16104af29a70c61963fc44cf444019e3a,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,34.663,0.6373,process_steady_v3,15,onnx
006117.png,39909226e8ac309bdeed4c8d7b8805a6524773750fd7a752c318c4cc4650a567,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,50.267,0.6373,process_steady_v3,15,onnx
006118.png,1ddf79b92e978b1e5f7e132abf6bcf4f6bff5e52d134dcd2f855d3a1ae54734e,safety,VRU-retention,0.4,moderate,True,False,1,False,False,SMALL,56.812,0.6457,process_steady_v3,15,onnx
006119.png,7860a40deb93580a45fad78bf6984377a96426e964af7b3054a7b8126ac33ff3,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,46.72,0.6457,process_steady_v3,15,onnx
006120.png,0f53152be2520074b0f50bdc5a92656cf91bb29c560f6d00e186f2426fc1c921,safety,VRU-retention,0.4,moderate,False,False,0,False,False,SMALL,49.55,0.6217,process_steady_v3,15,onnx
006121.png,29ac2d1e7328cf2fe4352c39a68500087104eb5b8375008172a31a9b88a620f7,safety,VRU-retention,0.4,moderate,True,True,1,False,True,SMALL,46.183,0.6469,process_steady_v3,15,onnx
006122.png,c5f98949544dc25f45efd9d013dfb186b2c16f507ad980b2e7dcd4dc047a42f7,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,56.405,0.6469,process_steady_v3,15,onnx
006123.png,a7e41112b104c7c7b4023bb004d7df3e5909881650f72976ac80828b00aa481d,safety,VRU-retention,0.4,moderate,True,False,3,True,True,SMALL,33.176,0.6097,process_steady_v3,15,onnx
006124.png,8336b0ee0ca9e05660fc4e02c339cba23c9e5408330b1da6d3e6ac35a8b89779,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.058,0.6097,process_steady_v3,15,onnx
006125.png,024174dd22c01cdfa6f9662ea95b49479754e73716f6bd7f5803e2b274f91e67,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,52.177,0.6623,process_steady_v3,15,onnx
006126.png,0d784c17ed432a4d6fcc4d83dc0a9fbbdb2e31a2f72ae7505b976c83f0dbabed,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,40.209,0.6623,process_steady_v3,15,onnx
006127.png,4e121594fd2441d553cfc0aa0b70e7773b4432c3b3788789428c91b5aa959b58,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,43.849,0.6329,process_steady_v3,15,onnx
006128.png,43b0ce184d1d4296a9fea76d8aa15105e732bfe573dbbc2e2fd0445aff332129,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,35.767,0.6329,process_steady_v3,15,onnx
006129.png,f68164bc98b681baacbb1b4c2773fe05ca24ee2b875f6596c5f015f71b3b6e1b,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,36.386,0.6401,process_steady_v3,15,onnx
006130.png,05e1c6702672222cede29838773a5f2eb35b3235a7d7f6a83a23f525f7116459,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,49.59,0.6401,process_steady_v3,15,onnx
006131.png,51d84a4ad8d8216259d3fc5f48f0c9c27d8190121ae0ddedee0febca4418fe66,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.683,0.5327,process_steady_v3,15,onnx
006132.png,0d600b78a52e94b7475e0ff4537e37e0ddd0a729a27660efb9b9b500c3972ec2,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,39.149,0.5327,process_steady_v3,15,onnx
006133.png,e2cff9b6287ea8a24993f05b7886bd01e04c123865387a6fdb61edd453633c23,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,32.052,0.4871,process_steady_v3,15,onnx
006134.png,f80e158c083dd145813c4362b4d34ec8cd1fbdfb042cffbc444586c37687c34a,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,34.573,0.4871,process_steady_v3,15,onnx
006135.png,2c8b759d00ac0c021397a27f17f19ddeebeac6e11ce8e718d8a3ecf878d29673,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,41.275,0.4969,process_steady_v3,15,onnx
006136.png,dc80b858e530c79572c412246295900e974fbe3c8f0cd956fcd292324d61c7e7,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,33.538,0.4969,process_steady_v3,15,onnx
006137.png,5a59cd2e903302ab4ff69837e7e4b0bcd499010d5af84b38b0ff689a477c68bc,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,44.969,0.4831,process_steady_v3,15,onnx
006138.png,3e89fc5ed881a2ab4283fb63d467187ddbeb5ab7cd6b22844078286909d9321e,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.38,0.4831,process_steady_v3,15,onnx
006139.png,034037ee34bd767ba3c7e95ce3ea14adfb9e3bcfc8489761bbdf992a92813c18,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,40.622,0.5017,process_steady_v3,15,onnx
006140.png,668ebf684e55bd875595a3e5816de0e35c03458710599f84944a62e9a7ba331c,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,38.26,0.5017,process_steady_v3,15,onnx
006141.png,a6f26a145e9a9f38fb73b7bd62f453e3b7d613f07025e0490d5312bf6aafa890,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.501,0.5017,process_steady_v3,15,onnx
006142.png,572e2a3a69c8661b29ca97b068bdb5149670bdfa46552514426d42bd9abb71ed,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,32.999,0.5449,process_steady_v3,15,onnx
006143.png,f9ba0f2c8a5bf90598706129446b83b204544a6fd993245b4a798d3c65692b04,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,52.701,0.5449,process_steady_v3,15,onnx
006144.png,85d63cb7f6a081794c2542506796e318936527143355e8a97de4e20ab404d1cc,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,43.327,0.6511,process_steady_v3,15,onnx
006145.png,b0fc65081f49241fdc387170c797ccf985c179f62d4cac8d8aee7c1e4f7a2d85,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,42.44,0.6511,process_steady_v3,15,onnx
006146.png,833c8ce35d6b7e991bc5f275a39a574527aebb9c10ebbda975ac59b6cafbc639,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,48.295,0.5173,process_steady_v3,15,onnx
006147.png,976b5b2c18e42219b9277dae7fecdc9ef2dce525a2110ed1853af302b095b5dc,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,44.492,0.5173,process_steady_v3,15,onnx
006148.png,37d492dfb540a9ab21d0c34679a913c46adda29dc811b59f14a7e859e3c62eca,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,56.414,0.4975,process_steady_v3,15,onnx
006149.png,ac3f759e80a95cba30e301be77a501bde2e3d9a0427c7294eb0a4bb05176f5bd,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,32.472,0.4967,process_steady_v3,15,onnx
006150.png,3e253829c7aa07762fd32aacc04e3076c108dd16225457f2ec8b53038a5fbac5,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,41.78,0.4967,process_steady_v3,15,onnx
006151.png,c4303c7d1feab954fefef0a5d82ecbd7a7abf94fc0c1ff0625f924024f38d5e0,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,50.757,0.4805,process_steady_v3,15,onnx
006152.png,8bd7d883fd10a3e00c44e9cc28166d0d4724c4a06fe53662e1c8ca59b84a2cb3,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,40.133,0.4805,process_steady_v3,15,onnx
006153.png,c023aae01dd5c30f6b5517612d9fde1f606a9f3d939c01ec8beb02955a58829b,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,48.457,0.5015,process_steady_v3,15,onnx
006154.png,eb2be7177b9502a683d5413eba52492c7150eaf0ddbd9b96bfe892328bcc53f0,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,39.944,0.5015,process_steady_v3,15,onnx
006155.png,b740173d202892ae497e916f103c120164ede098033ea3607ce12c5b05f72328,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,35.965,0.4967,process_steady_v3,15,onnx
006156.png,45a1e75d34c5b34cea07050d42f711cc9ea15136bb0a200dadba007e2f99db8e,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,41.807,0.4967,process_steady_v3,15,onnx
006157.png,ed4e6ba3a75b46f4f07ecc02cc01b1cf83529cbeae6a71bc0ecf34fad3a4ec2b,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,47.415,0.4829,process_steady_v3,15,onnx
006158.png,887f9e15e365979fbd3c3cf1167da516e830aecc4f54d588692bec3aaa27a4d4,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,34.403,0.4829,process_steady_v3,15,onnx
006159.png,ed998f7f84d53843155e95af968107873a5c0d80efaa52de870980a6d09e0e15,safety,VRU-retention,0.4,moderate,True,False,2,True,True,SMALL,41.706,0.5395,process_steady_v3,15,onnx
006160.png,c20afd4500458e5faa675affb9e127eb5bfa1509c68dfd26942855182a5623c0,safety,VRU-retention,0.4,moderate,True,False,3,True,True,SMALL,56.502,0.5395,process_steady_v3,15,onnx
006161.png,0e094df716bd77d6b265845ccd0de3536eae4a12390ee78c60ce76a723b7cf87,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,47.779,0.5515,process_steady_v3,15,onnx
006162.png,21d25dce8ffaf62edae941be78c17bb33f91981dbfe51af3be0023f2cb4e2f6c,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,38.455,0.4865,process_steady_v3,15,onnx
006163.png,67ae0fbeb9c4e0a0306304f3e5c40ae81ed9ee2ee9fb8acc95c8a9679e35fb8e,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,57.827,0.4865,process_steady_v3,15,onnx
006164.png,27b40d22619cc225739c3def101c608293f66a6965a0620fff686b60e37238a0,safety,VRU-retention,0.4,moderate,True,True,2,True,True,SMALL,53.292,0.5929,process_steady_v3,15,onnx
006165.png,f04bf89b3bc571cc515ceeb74f57abac789786b1262eddefa783802c7b8662ba,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,55.402,0.5929,process_steady_v3,15,onnx
006166.png,a432c675b6fe3fc93e7a8803e2c4b23c52d3eb90cd9e8cace5edbad31dd6c46d,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,56.073,0.6331,process_steady_v3,15,onnx
006167.png,323c63bc9e783c86750215fb1dd920eb021968cddf128ecd10f50967cad3343a,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,57.61,0.6415,process_steady_v3,15,onnx
006168.png,9e231c5b759a698fe7e9340cb68f7c19b8caec9675dfadbb82aef059e313de1b,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.896,0.6415,process_steady_v3,15,onnx
006169.png,0a00bf43d38e7e77e6d8c7f662f27a0e412256c5dafec52f324f2048e8e68ee4,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,57.556,0.6145,process_steady_v3,15,onnx
006170.png,71782b2a6e97634e393cc8cff4a3179b17a015e5c6fd1dbe085039bc9e911f78,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,57.627,0.6469,process_steady_v3,15,onnx
006171.png,9f1d9de830900f2d5f7186e2e432d866f3bd675004e0992e21dda4d6807203f8,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,45.002,0.6469,process_steady_v3,15,onnx
006172.png,e6d5401c424792a30e6d2da236c6b3d20e9090dc7bae4f329d183314975ef2b3,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,43.96,0.6511,process_steady_v3,15,onnx
006173.png,2784eb90b6aa0d6c479dc457632145f0c07f5b1bcfbfafe8885305f12d72599f,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,38.62,0.6161,process_steady_v3,15,onnx
006174.png,463439a61aaa15edf5972da24ee9b668b1a2f0b04c9293e682caeda6e908844e,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,40.409,0.6161,process_steady_v3,15,onnx
006175.png,5d268f67286830b7a8da24a25bbb659350284ab9eff1fdff77a8404744e606b3,safety,VRU-retention,0.4,moderate,False,True,0,True,True,SMALL,39.966,0.6497,process_steady_v3,15,onnx
006176.png,1da443ec46ada2938efaa74c234456de5bf02533773208fbd4c2d43c7247e2c9,safety,VRU-retention,0.4,moderate,True,True,1,True,True,SMALL,35.608,0.6497,process_steady_v3,15,onnx
006177.png,21ed222fcf1989260fb37652877a5728a3a2ebf1b3acecca024d095a862f63a2,safety,VRU-retention,0.4,moderate,True,False,2,True,True,SMALL,33.551,0.6497,process_steady_v3,15,onnx
006178.png,3761c20255d11a7e6f4d1ea92887176837370f92faa4ddd5467dbe5567b446d3,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,33.525,0.6053,process_steady_v3,15,onnx
006179.png,85646b03a0a266603a4ac5304466ae0c0e3330508217ae654b0959427d582b55,safety,VRU-retention,0.4,moderate,True,False,1,True,True,SMALL,34.511,0.6053,process_steady_v3,15,onnx
006180.png,afd58f483cf10dc5f7fb429ff89b2d09a90457ceaa68ae78eaec17741948f8c2,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,41.57,0.6641,process_steady_v3,15,onnx
006181.png,bacb1f57c1bab398aae7ac35ff6a5b6792ffe18986eb365fe0a66456939037a9,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,56.672,0.6641,process_steady_v3,15,onnx
006182.png,bd4454c4c2be29b17295723e9e9e02781fd55c7cb26ea7c6351f07f88634e106,safety,VRU-retention,0.4,moderate,False,False,0,True,True,SMALL,57.001,0.6143,process_steady_v3,15,onnx
