image,frame_sha256,policy,policy_label,min_conf,calibration_path,calibration_sha256,effective_policy_kwargs,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
007411.png,468ad5c920972175810184f602a3b9d4ccbf6c92a526dc6bb0a0e34216620e4a,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,138.801,0.6121,process_steady_v3,11,onnx
007412.png,3c75c9ce5dcfc12e7b09b17f11771562ec434059fd16cea90aee951060a3025a,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,True,True,SMALL,132.525,0.6205,process_steady_v3,11,onnx
007413.png,bdaf342bc9273e21370a3efe0cd24f843fa9291d3e649482fd5d34a090bddcd0,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,130.769,0.6226,process_steady_v3,11,onnx
007414.png,c46907103eabb060ba137a43a090940ffcb3bc1a2a359ed34d68a9fef3d3a6dc,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,True,True,SMALL,142.218,0.6303,process_steady_v3,11,onnx
007415.png,bd8f35128a89d82e17c465cfe983550a90b03692a37b970fe3a3266a167988bf,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,135.539,0.6226,process_steady_v3,11,onnx
007416.png,b9e64205e08c82f29fdc52d79c01fe9ee6e574215eb7d754fa9f88bb48c3fd04,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,False,1,True,True,SMALL,162.071,0.6359,process_steady_v3,11,onnx
007417.png,c9766dd30dcb27f94236a4c884b2b67c2c6e3cd0475b68b306058964ce0b5fd6,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,168.071,0.6184,process_steady_v3,11,onnx
007418.png,1abbd0594abe1bbe3734235081445228119d96fda4d678d9b46adee3ce4df540,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,35.186,0.6065,process_steady_v3,11,onnx
007419.png,4b19de4a469b7ed1954e12817e65c5ea4ecb4a808a0e053327a5f0022f66adb0,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,36.402,0.6016,process_steady_v3,11,onnx
007420.png,532e8f10c7e76fecef972928806e6e1992cc435dbea5579fdf46b121d50cbabd,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,NANO,33.341,0.6016,process_steady_v3,11,onnx
007421.png,55051f9685bf1ecf23e93868e244f7df14bff583471b35df52b73bc9f0f8bac8,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,146.55,0.6065,process_steady_v3,11,onnx
007422.png,593c2038e0ca094e4c1eb9a2294e9c6eb2d6480ce927a261d9d9d695027c3ea1,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,138.94,0.61,process_steady_v3,11,onnx
007423.png,6061b8c3e8449fe573edff227e0025a95283879bcb06bc50a16ff13c1f37d100,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,134.927,0.6254,process_steady_v3,11,onnx
007424.png,4342b3085b6a736355fa3dae70c21eeaf1471a41db738cc8e14dec414f38f7b9,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,139.938,0.6604,process_steady_v3,11,onnx
007425.png,a1053e589f0a6e004acb09693196d0a121c491a033377aa57b5af5f5f4cc1739,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,134.064,0.624,process_steady_v3,11,onnx
007426.png,08994922972f38196a0bf102a622ee90539062d15a2c748e7c6d748b566f024c,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,151.359,0.6149,process_steady_v3,11,onnx
007427.png,0aa03b0fd726974eaefd1860b6ce7032cfd49bec8d8d6eae2e2fb54cd9183c5e,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,NANO,34.651,0.6086,process_steady_v3,11,onnx
007428.png,924410ac26d3899f28bd19105f7201491db33caf7cb68edb32b665ea11b76a76,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,132.713,0.5946,process_steady_v3,11,onnx
007429.png,be1cc3e8f0ac80d036a540d1face6785fda87c4e287984def8b4a0e7ee809ef7,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,162.512,0.5946,process_steady_v3,11,onnx
007430.png,bdaf2a02cbd8c826f6428c7f332dd0b8ee8ce5227329b5c430575e81bb9fdadf,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,170.636,0.6478,process_steady_v3,11,onnx
007431.png,c85e363d92f1ea9fb1d0ba04b912c1f749c69f0f248887ab2b9578d009d3f45f,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,SMALL,158.939,0.624,process_steady_v3,11,onnx
007432.png,80956884793c503e56abfd87c085b1f6e1b0dc6e1df25d8833e969e65d097f91,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,True,0,True,True,SMALL,158.492,0.6121,process_steady_v3,11,onnx
007433.png,77d069391d76d1b3f5b3707169c5c32054c76de284a03d6c0c34e48fef4c0261,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,129.383,0.6254,process_steady_v3,11,onnx
007434.png,536bc7cb569e4d1a8b2d3f08a6963b31d5688c4905867c0a3c5c959f380a7941,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,True,True,SMALL,136.37,0.6352,process_steady_v3,11,onnx
007435.png,02b2cafa2dfa63a4be1e87b9098d491b0647e0a68ccfc504c9472427c7a63ab4,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,150.404,0.6065,process_steady_v3,11,onnx
007436.png,d9b42e47f1837f058386532ee0f1f00a8220640c3532e25a9212b78fbebf7cfc,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,1,True,True,SMALL,139.538,0.6597,process_steady_v3,11,onnx
007437.png,208738503a1c44b1a020ee5f14c505c7230b29ff0e3ce3a848be378b27ccb7e7,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,130.4,0.6408,process_steady_v3,11,onnx
007438.png,9bfebf7c24d820de8ca759cfff5487fa36ea2ceb981b5a3083ee358f79208ee0,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,131.542,0.6352,process_steady_v3,11,onnx
007439.png,668284af6689eb7725759e61341651991bb7264a1181f12e80fce34992349b36,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,127.622,0.6226,process_steady_v3,11,onnx
007440.png,8dd1251e0751ad6f7e651a192e51f881c2d40a5b2cb4a051c9a89a057a99a92c,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,150.704,0.6191,process_steady_v3,11,onnx
007441.png,1287f5f32c0153a683655278247c4d6d928c860890974e518cc6088800a23e33,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,44.573,0.6226,process_steady_v3,11,onnx
007442.png,fc663da0c2fe707a5d2f8ddf9f4e8625a6c42d7947707c2343a6c5da5aa8d5b3,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,34.661,0.6065,process_steady_v3,11,onnx
007443.png,0baa6e2027d2b37bab6b5aa122b3bcbd9960b39b976c86a45031e096e6dd8a5c,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,35.047,0.6065,process_steady_v3,11,onnx
007444.png,3c63af741e433a6836b4558c97509fb31110ceed899892e6df8126cfef9d946d,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,46.355,0.5988,process_steady_v3,11,onnx
007445.png,f94a5719804aafb2ca9b22b89406080eac55a7bf504efd6a317cc697cd87b617,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,41.142,0.5988,process_steady_v3,11,onnx
007446.png,1f183cf149817449f62d33b6db13cb41e7e0a475c6dac812403f7038ba4bbb90,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,False,1,False,False,NANO,42.567,0.6184,process_steady_v3,11,onnx
007447.png,8df4e8042ee48bf422356933f6243c5435d04ea1be39ede9231792492f09a1e7,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,False,2,False,False,NANO,49.881,0.6184,process_steady_v3,11,onnx
007448.png,c6f24da01f7076740af815ed3a57292ca4c79c04b466ae03ea2d0051b4dfd670,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,3,False,True,NANO,39.845,0.6429,process_steady_v3,11,onnx
007449.png,d6461d93173afef9edcf47a681472f83154b20e08f43854ce862d99ab0704b01,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,170.398,0.6016,process_steady_v3,11,onnx
007450.png,fdd8dac3c44b48c925ea815d59ef283350379f8156092c6eb2564b981502247d,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,154.535,0.6086,process_steady_v3,11,onnx
007451.png,3480feeb7d33823f4b590402270ad756d944b12f661fce38434d6f3748bb29e3,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,False,1,True,False,SMALL,151.194,0.6261,process_steady_v3,11,onnx
007452.png,df5ced007b09ed9038d60df254e4a2a80b5227669d7b5780fb206fe7487f8d5a,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,True,2,False,True,NANO,38.95,0.6226,process_steady_v3,11,onnx
007453.png,1086475a4189a874ce963f0481d36df2d8431ad16e764e67be3e4d013f21cf3f,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,156.744,0.6226,process_steady_v3,11,onnx
007454.png,84425722348e88c3b89791294de7994bf523094d91e2ff0431c1e0878fd4cfa9,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,147.918,0.6226,process_steady_v3,11,onnx
007455.png,a4cc706d81d2cfef29aa638f0e6828b6b9b66322eb806cdda0b940cb1d387396,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,188.981,0.6772,process_steady_v3,11,onnx
007456.png,ae5f53e0dd3dc3d082e334fb58ff6ae72c45505c9c78dfcd26a21a4ad97d9538,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,34.497,0.624,process_steady_v3,11,onnx
007457.png,92a4fd73209997d1caa928dbded67c7318592d90a6f9a88451e1e0a6fe4430d1,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,33.732,0.624,process_steady_v3,11,onnx
007458.png,94ce6655e1dd7e149c4e5349e316da781cbb1acd47f8de89db2996bc32ecc38a,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,True,False,1,False,False,NANO,40.191,0.624,process_steady_v3,11,onnx
007459.png,f51d77fffd2d30cc88b88e644f38e732b34a61b1246f97b62ed1f53b89651d95,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,32.071,0.5988,process_steady_v3,11,onnx
007460.png,06ef22ccc8ac2db067af05617673cf69c7b5d35c919855b44618f995dd25e66f,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,31.311,0.5988,process_steady_v3,11,onnx
007461.png,1e661f9517c4fad5aad27f58bda99b8344118f9fa616717e8dfe1e3679d667b0,safety,VRU-retention,0.25,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.25, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,133.586,0.603,process_steady_v3,11,onnx
